15.6,0.001
16,0.013
18,0.136
20,0.327
40,1.812
60,2.381
80,2.577
100,2.615
150,2.48
200,2.273
300,1.906
400,1.632
500,1.428
600,1.27
800,1.043
1000,0.888
1200,0.776
1400,0.69
1500,0.654
1600,0.622
1800,0.567
2000,0.521
2200,0.483
2400,0.45
2600,0.422
2800,0.397
3000,0.375
4000,0.295
5000,0.245
6000,0.209
8000,0.164
10000,0.135
12000,0.115
14000,0.101
15000,0.095
16000,0.089
18000,0.081
20000,0.073
