0.05,0.06,0.08,0.1,0.2,0.3,0.4,0.5,0.7,0.9,1,1.2,1.4,1.6,1.8,2,2.5,3,4,5,6,8,10,12,14,15,16,18,20
15.5,13.707,11.312,9.768,6.247,4.79,3.935,3.356,2.607,2.137,1.962,1.686,1.478,1.317,1.187,1.081,8.84E-01,7.47E-01,5.72E-01,4.64E-01,3.90E-01,2.97E-01,2.40E-01,2.02E-01,1.75E-01,1.64E-01,1.54E-01,1.38E-01,1.25E-01
